Target,0,1
0,624474,837604
1,673412,735362
2,647442,677000
3,532283,741384
4,646529,742844
5,647535,755101
6,644131,777721
7,521368,736923
8,688940,798967
9,592666,805244
10,645068,716248
11,666740,707391
12,662064,644958
13,630628,689662
14,623268,774834
15,617896,766560
16,560260,629298
17,595728,703618
18,594177,665266
19,544862,802997
20,512102,686369
21,742244,626859
22,709853,684304
23,662854,764737
24,612693,778368
25,656011,735274
26,644769,750956
27,688852,804551
28,714271,804144
29,695472,794296
30,746441,829147
31,632975,756806
32,679779,842107
33,609763,693428
34,665375,784377
35,783661,772895
36,651521,719802
37,730159,761390
38,708303,692097
39,657201,735978
40,657676,809387
41,636976,735247
42,645990,751430
43,634257,761114
44,638687,658319
45,651406,751827
46,747619,624316
47,623835,729538
48,660357,757474
49,588712,804321
50,568583,699863
51,486170,676920
52,602196,605901
53,642237,745490
54,606020,713186
55,728084,727247
56,554017,771267
57,603318,762900
58,562936,690153
59,617156,717859
60,661356,736420
61,654515,734666
62,637992,730773
63,709788,708315
64,591399,697019
65,683055,858799
66,666771,711680
67,675192,674079
68,760637,769855
69,527197,674487
70,635082,737943
71,723320,815272
72,600764,726223
73,661916,744296
74,671573,696285
75,627760,882730
76,611273,753851
77,581576,715320
78,666541,754171
79,701026,791071
80,667266,731121
81,600277,691215
82,539874,675119
83,607486,706829
84,641770,710711
85,537085,852184
86,717308,804279
87,718598,655512
88,630612,770576
89,570225,842829
90,589675,755546
91,640027,738368
92,664707,722141
93,631597,893608
94,703403,758482
95,616325,730469
96,554610,782542
97,727303,809509
98,603709,757145
99,694477,801480
100,685646,736943
101,668098,713957
102,669410,742049
103,653304,756314
104,613863,789513
105,677034,731641
106,669700,802084
107,624314,773405
108,654682,759785
109,662784,741095
110,697927,742163
111,646571,694895
112,719445,660485
113,643600,764086
114,627929,765962
115,703793,765552
116,587326,773381
117,717722,750330
118,647744,743909
119,642381,763897
120,500568,750993
121,666495,722851
122,634389,786036
123,611266,772133
124,663575,790377
125,630028,754929
126,655401,774402
127,643303,726933
128,639757,719842
129,637825,742807
130,526898,832506
131,711253,662676
132,683817,848128
133,736472,832727
134,689529,744487
135,679608,646448
136,654618,842075
137,694212,664353
138,537054,718748
139,668460,783930
140,548995,826833
141,620659,771475
142,686313,814540
143,631794,761185
144,689468,762705
145,650041,802336
146,637600,807783
147,628658,701860
148,726306,751034
149,659605,834003
150,553865,748234
151,655600,773478
152,721022,679883
153,768482,675006
154,699489,745124
155,639748,753096
156,722543,622479
157,625692,817673
158,660975,682945
159,653157,760124
160,589024,670804
161,650663,750543
162,716474,589627
163,713578,835966
164,662130,816183
165,654155,754804
166,669277,746296
167,495463,836789
168,639613,739148
169,625394,753313
170,618863,725369
171,622394,754662
172,638262,768634
173,616672,764248
174,600013,718427
175,647588,778720
176,684742,730888
177,671740,797199
178,642232,671485
179,648671,698132
180,598298,828919
181,647432,747627
182,635713,731717
183,637917,739863
184,650666,740969
185,665967,760477
186,670430,687642
187,630859,729998
188,669736,723253
189,698843,757623
190,588593,712840
191,551701,762639
192,569859,678546
193,664835,852665
194,581169,743574
195,708960,619575
196,548571,694223
197,649816,741942
198,806622,755456
199,607251,769005
200,643929,740891
201,754810,695153
202,594100,724493
203,550920,733481
204,642541,745931
205,564713,691456
206,648355,754094
207,723355,811885
208,603804,809265
209,685487,777337
210,672669,712077
211,629137,731945
212,651239,704427
213,646667,750450
214,651903,741129
215,593997,772357
216,612222,835296
217,590255,719829
218,631051,775151
219,632805,792317
220,704768,782692
221,640737,802041
222,693011,676778
223,616879,758050
224,720180,797859
225,649007,841089
226,660715,673207
227,709776,723601
228,622698,732571
229,641146,727668
230,643696,798257
231,587179,775954
232,581674,711962
233,598055,705391
234,600201,747106
235,641296,746985
236,631845,770401
237,673297,793402
238,660784,738049
239,604620,781401
240,672211,763778
241,630190,753117
242,670390,749824
243,586317,595754
244,679422,711194
245,613699,762603
246,665574,745106
247,664700,693976
248,662471,737387
249,686671,838550
250,744621,770301
251,653496,830221
252,648715,742157
253,647272,761773
254,642831,780184
255,697183,717780
256,707457,670403
257,596963,702547
258,624454,802817
259,730517,636864
260,560433,682351
261,655697,771778
262,605001,774836
263,665496,765913
264,725075,738599
265,611251,681461
266,633447,754589
267,696039,654217
268,636336,744979
269,633530,724556
270,658676,746651
271,715864,783203
272,644662,743957
273,716034,701170
274,651015,742659
275,643018,718141
276,573889,768197
277,522000,666203
278,642735,739752
279,569972,719314
280,634677,757794
281,593386,739688
282,719701,728325
283,588862,722314
284,719311,712484
285,578882,670901
286,638470,736199
287,619656,753686
288,644685,766579
289,657320,664068
290,568141,657925
291,668617,731357
292,655535,761277
293,593137,706728
294,721988,760267
295,660076,731450
296,427372,690686
297,589711,767742
298,640776,740463
299,777756,778256
300,301956,680587
301,304189,697456
302,286274,728734
303,294684,775224
304,268973,695171
305,304677,705910
306,248748,637649
307,429508,769553
308,468149,505199
309,300152,713285
310,265902,671455
311,295510,697555
312,486190,609623
313,354977,804826
314,257975,592082
315,355952,585755
316,285430,654139
317,321294,664892
318,251150,666330
319,179239,656042
320,316043,704488
321,329823,706000
322,188186,654540
323,281269,731328
324,302147,686102
325,329756,715458
326,212262,700970
327,318137,649994
328,251500,776101
329,374442,633990
330,254640,651678
331,448573,628620
332,211387,657567
333,303680,693523
334,287690,730658
335,447311,785205
336,252568,814030
337,394536,730860
338,262168,671383
339,215687,902015
340,250951,817630
341,273063,678285
342,306763,698061
343,350971,596085
344,304914,695279
345,118511,648023
346,160133,681667
347,448402,746414
348,400326,624970
349,252952,676823
350,413463,567603
351,278479,630939
352,357644,695981
353,379090,753319
354,385257,638831
355,325664,713566
356,198182,677856
357,307097,671237
358,357196,852632
359,304864,695367
360,340313,638495
361,266876,665876
362,249076,589643
363,527817,730208
364,302392,702513
365,229377,613417
366,262537,513243
367,306856,679919
368,255893,641692
369,288661,700807
370,243986,766970
371,337154,818050
372,331738,776278
373,308989,689026
374,451071,614652
375,369162,695258
376,177049,597036
377,307397,731857
378,190542,567586
379,214385,603317
380,292488,660794
381,301304,694488
382,290450,647292
383,240273,687785
384,485824,759688
385,314447,613795
386,406046,576707
387,247378,759626
388,242243,710253
389,335078,619970
390,246400,663553
391,319819,678401
392,357208,755136
393,286658,715984
394,276224,720739
395,286891,681374
396,269693,862281
397,209140,705239
398,298335,753758
399,405752,494260
400,284855,658321
401,292422,606783
402,238952,742430
403,286754,806287
404,385034,613818
405,258007,845879
406,361385,582525
407,256095,673479
408,304011,514497
409,168313,558540
410,273517,847927
411,269578,687993
412,342344,657348
413,511555,663979
414,254044,618693
415,329516,777613
416,381316,720859
417,304874,695381
418,258057,724023
419,312238,495053
420,223059,671746
421,182857,737701
422,423758,695173
423,319037,717022
424,272612,637635
425,302593,696164
426,301289,697255
427,340176,691290
428,301423,696932
429,269774,786648
430,195108,681672
431,298935,670226
432,310043,795304
433,333533,635169
434,426326,733714
435,316583,691734
436,323812,738888
437,184474,672822
438,261698,699422
439,298959,742981
440,278130,681852
441,89604,711268
442,461411,808686
443,386150,700336
444,306813,508848
445,343270,788624
446,254266,563184
447,221257,683381
448,236193,657804
449,305311,547670
450,325404,749697
451,305675,695663
452,234323,590306
453,278285,766785
454,333181,827635
455,310860,682650
456,379268,814910
457,216187,733832
458,255081,562711
459,221833,769105
460,129640,884633
461,298929,666345
462,288914,733451
463,298288,662068
464,336208,747257
465,257260,644183
466,219122,686497
467,256223,566418
468,332173,749569
469,279044,697263
470,372608,716870
471,279062,689829
472,217166,843856
473,313338,727518
474,289905,820948
475,280555,680463
476,327824,620133
477,313999,801106
478,470379,544948
479,316065,796247
480,314665,670429
481,326880,737321
482,318119,673245
483,375031,597847
484,340444,724791
485,112396,741755
486,292787,695293
487,264135,635170
488,228355,583135
489,327427,657950
490,281909,694077
491,340641,618502
492,302992,783929
493,261605,622020
494,308884,703127
495,304500,588762
496,301556,642926
497,224858,807983
498,279515,617056
499,358851,708462
500,115401,744137
501,278267,692206
502,208702,671654
503,403432,795471
504,299778,680989
505,287574,546556
506,299755,675601
507,264783,728023
508,383654,611045
509,234506,764510
510,306197,670713
511,370443,654541
512,338403,771457
513,438616,601102
514,267318,679931
515,228642,788724
516,500824,652101
517,213842,692973
518,192836,648358
519,326129,821426
520,343932,724899
521,286532,513787
522,409264,781148
523,299657,693101
524,251849,548783
525,242142,692101
526,305206,702761
527,292531,656755
528,236864,671810
529,276544,768353
530,321631,632272
531,301620,716356
532,293539,671908
533,308117,740467
534,268889,886754
535,450198,671650
536,474639,808388
537,310168,735937
538,306114,579135
539,296474,688624
540,293176,687393
541,267935,658051
542,317528,569545
543,404854,628067
544,167462,739217
545,313436,638034
546,314521,830133
547,123131,598832
548,300174,705003
549,387423,745425
550,375555,736221
551,312647,700813
552,307671,666744
553,284404,780072
554,127621,744674
555,164798,675178
556,241192,694581
557,161562,624979
558,306397,692178
559,355914,617956
560,480340,753328
561,105551,615832
562,318130,662677
563,296294,706268
564,300777,698526
565,213659,538749
566,361449,666407
567,282983,762833
568,363500,627785
569,310342,697557
570,322064,661855
571,317266,689739
572,414173,576224
573,373783,522502
574,299009,683607
575,122269,693718
576,290251,628343
577,501954,511868
578,241183,860086
579,313365,650658
580,384155,681794
581,357075,730980
582,405179,696518
583,277759,782826
584,251175,650036
585,313862,698344
586,292696,637862
587,326876,674638
588,404700,650077
589,236495,689406
590,122456,724689
591,310319,685436
592,324020,701955
593,258854,848310
594,264032,631887
595,344920,597392
596,239150,710376
597,297247,741497
598,503089,701664
599,320910,689103
600,234103,840818
601,270236,621051
602,303997,782258
603,188413,672057
604,298739,713236
605,303546,699978
606,312521,676742
607,334515,668787
608,325827,672389
609,259852,674085
610,450020,615115
611,322860,537630
612,104165,624716
613,217344,694232
614,300574,649747
615,283304,696351
616,707602,445595
617,719346,449559
618,722639,443586
619,773331,389931
620,746157,439492
621,734039,417015
622,714751,446575
623,731816,415757
624,725946,426962
625,798814,401509
626,693737,452734
627,669866,448338
628,746864,439849
629,727143,433316
630,791514,403535
631,721995,437391
632,756228,419086
633,758640,405587
634,715675,422312
635,596353,470604
636,721507,453573
637,744313,432368
638,729257,451289
639,666032,465155
640,601801,494436
641,661222,453629
642,734450,429010
643,766737,396198
644,731222,429799
645,675857,463897
646,727705,434351
647,727034,420199
648,722277,425835
649,746923,435441
650,728171,409349
651,633701,452224
652,625717,482421
653,858806,387555
654,879462,370332
655,704254,417902
656,675281,454792
657,728609,419664
658,714079,445580
659,771609,417188
660,742704,423925
661,698642,431846
662,684258,463565
663,791992,389182
